ad_id,x_value,y_value
c_z1z1*,4.403140667959798,-25.41694963685744
c_z1z1*,2.715345860380835,-13.340290970001988
c_z1z1*,1.9881814585386448,-8.20278347886796
c_z1z1*,1.5669695192359117,-5.569132350692826
c_z1z1*,1.2574097317850839,-4.097711301853252
c_z1z1*,1.0809799729856029,-2.9309427159889947
c_z1z1*,7.060727034421749,-42.529552363304205
c_z1z1*,4.4056523692703715,-24.305013964266564
c_z1z1*,3.170266007736258,-15.744772213637084
c_z1z1*,2.4911151614481075,-11.397943817143037
c_z1z1*,2.069148088064085,-8.387550604146114
c_z1z1*,1.7592974587791212,-6.551221392100485
c_z1z1*,4.366493437614523,-23.869163786287267
c_z1z1*,2.6290026286604187,-12.65766090050037
c_z1z1*,1.9373279495972748,-7.857821330136462
c_z1z1*,1.5115174342150746,-5.352199115973329
c_z1z1*,1.2613653884293763,-3.9100681421234613
c_z1z1*,1.1019715717831058,-2.8579945315896143
c_z1z1*,7.046703729622439,-43.065330558781014
c_z1z1*,4.398367443551184,-23.538152261296613
c_z1z1*,3.1714561018594893,-15.112829029454847
c_z1z1*,2.5091948984474204,-10.48003233914607
c_z1z1*,2.0720323144296615,-7.828185798410711
c_z1z1*,1.7636293898141269,-5.940674145378202
c_z1θ1*,4.347558191698599,-14.30262899713976
c_z1θ1*,2.7378104463957254,-6.306496681564699
c_z1θ1*,1.977365967106206,-2.8147922577843545
c_z1θ1*,1.547738289760172,-1.3031508952515838
c_z1θ1*,1.2784837703536518,-0.43036202828197495
c_z1θ1*,1.0950999851593735,-0.011292330735504473
c_z1θ1*,7.01302839703669,-23.676927407120218
c_z1θ1*,4.402191339181257,-11.872313199021058
c_z1θ1*,3.1420626241552,-6.780148488357769
c_z1θ1*,2.508440741863761,-3.800926442903733
c_z1θ1*,2.0643915645769013,-2.5866604142175547
c_z1θ1*,1.7637725774945303,-1.643988285700883
c_z1θ1*,4.339442786515531,-10.952562994750014
c_z1θ1*,2.728418252195249,-4.8053911505779965
c_z1θ1*,1.9439085116855943,-2.1008640890896793
c_z1θ1*,1.5258374474536212,-0.7810826966840614
c_z1θ1*,1.2768996213349622,-0.4153689402057907
c_z1θ1*,1.082521431591442,-0.1103084897791116
c_z1θ1*,7.048372072326358,-21.903413501626638
c_z1θ1*,4.385679463898087,-10.01682222208155
c_z1θ1*,3.1770655738124685,-5.367552156099125
c_z1θ1*,2.5039243190653413,-3.2268160371946832
c_z1θ1*,2.0680161994162396,-2.100489708800973
c_z1θ1*,1.7559155745859767,-1.2896066786912797
c_z1z2*,5.128367879964081,0.3360191765412279
c_z1z2*,3.298020901529692,-0.23589248802156385
c_z1z2*,2.2642240739699098,-0.29383595859915823
