ad_id,x_value,y_value
c_z1z1*,4.427876648211505,-23.67187069354207
c_z1z1*,2.7549925480217117,-12.828874572285471
c_z1z1*,1.8961565281654214,-8.395213644471415
c_z1z1*,1.6644268989782707,-6.234455402893511
c_z1z1*,1.3286454905039153,-4.918505552426739
c_z1z1*,1.1294864020297974,-4.036002098042994
c_z1z1*,7.011133882350465,-41.08966350424011
c_z1z1*,4.38900454583703,-23.62931570276201
c_z1z1*,3.1668843168667875,-15.392518098618922
c_z1z1*,2.490288373815939,-11.155608034205276
c_z1z1*,2.0724040553678007,-8.690467881117542
c_z1z1*,1.769471869450078,-6.870551002546579
c_z1z1*,4.319014315832112,-22.73731086680184
c_z1z1*,2.783945579051935,-12.078873975532941
c_z1z1*,2.002493708685805,-7.790936814419251
c_z1z1*,1.568120151021408,-5.462916798612284
c_z1z1*,1.296166683693219,-4.1179976089419394
c_z1z1*,1.1203276398103021,-3.1804726999336497
c_z1z1*,7.004817662180438,-40.66486973102092
c_z1z1*,4.401246627125475,-22.854408934938338
c_z1z1*,3.178076821214986,-15.338183426887245
c_z1z1*,2.4928594778749957,-11.278278741295317
c_z1z1*,2.0718659514028714,-8.953079662559546
c_z1z1*,1.7637842256469187,-7.449371481639007
c_z1θ1*,4.49230395010296,-15.625944494678254
c_z1θ1*,2.7732703511162757,-5.833911484347897
c_z1θ1*,1.9641566727533357,-2.952978001809751
c_z1θ1*,1.5636795871679179,-1.294280985190235
c_z1θ1*,1.3042101729723345,-0.6985845800682176
c_z1θ1*,1.046183456782548,-0.08966812089551165
c_z1θ1*,7.012071080377595,-31.8471736076696
c_z1θ1*,4.389572774563844,-15.953026973428091
c_z1θ1*,3.156321570836885,-8.642041080050774
c_z1θ1*,2.4978294546043758,-5.272932600902035
c_z1θ1*,2.070823314253948,-3.2419966085254606
c_z1θ1*,1.7487260018935196,-2.012912864439011
c_z1θ1*,5.310048599383388,-19.72868742829462
c_z1θ1*,3.322068468815854,-9.58934002840731
c_z1θ1*,2.385945684098893,-4.736299912976033
c_z1θ1*,1.900636138387975,-2.8773015520188485
