ad_id,x_value,y_value
c_z1z1*,4.16316032954585,-21.1323776968069
c_z1z1*,2.624265767072145,-11.238283929111912
c_z1z1*,1.8933091100837387,-7.214871515879037
c_z1z1*,1.4930116767033041,-5.0199938217843325
c_z1z1*,1.2442808536463286,-3.631051180418195
c_z1z1*,1.077860054257245,-2.626230611495301
c_z1z1*,7.315385777130452,-39.63717244219198
c_z1z1*,4.601877530648098,-23.34769209463949
c_z1z1*,3.309672009379613,-15.370072086532357
c_z1z1*,2.616080948409066,-11.207646153384573
c_z1z1*,2.1519659128903212,-8.621996314238821
c_z1z1*,1.8331135466065915,-6.800918174516772
c_z1z1*,4.301642114428533,-20.699118746062915
c_z1z1*,2.6297843367837337,-11.570746497392266
c_z1z1*,1.9329857902239498,-7.585614083906642
c_z1z1*,1.503980992411694,-5.574059271180795
c_z1z1*,1.2631289534349228,-4.4264270532725085
c_z1z1*,1.0752634250025193,-3.634382823529015
c_z1z1*,7.346722760910058,-39.32409998103168
c_z1z1*,4.590225273532224,-22.47422070553945
c_z1z1*,3.3063633562416737,-14.938532464151441
c_z1z1*,2.596107745752982,-10.61693473977737
c_z1z1*,2.160427314028748,-8.137039011438432
c_z1z1*,1.8310831466642699,-6.379204879165199
c_z1θ1*,4.265053468841971,-13.252702000648707
c_z1θ1*,2.6134980824433245,-5.688646286382663
c_z1θ1*,1.9505295606496333,-2.5867855115182725
c_z1θ1*,1.5484534842899234,-1.1558522144614143
c_z1θ1*,1.2687997244179983,-0.4513119257399367
c_z1θ1*,1.0570156576576575,-0.07706217446303454
c_z1θ1*,7.318404180789512,-32.77300610734453
c_z1θ1*,4.564551792852231,-16.55015848862788
c_z1θ1*,3.3015690554560866,-9.3263650645581
c_z1θ1*,2.616055530243125,-5.662005490431752
c_z1θ1*,2.1602209972898394,-3.6545240863661226
c_z1θ1*,1.830865128331863,-2.2778594919095534
c_z1θ1*,4.269502738716561,-14.137922433928658
c_z1θ1*,2.6368101518811478,-5.881578689796062
c_z1θ1*,1.9616075867550036,-2.714573395364263
c_z1θ1*,1.5150941019813529,-1.3233368362495557
c_z1θ1*,1.2538333934859764,-0.5299941941290879
c_z1θ1*,1.0592376106721075,-0.1523404723689371
c_z1θ1*,7.334465112385748,-27.641647356651937
c_z1θ1*,4.597160063563151,-13.872013697848786
c_z1θ1*,3.304489074468524,-8.190483161460921
c_z1θ1*,2.6001412799119987,-5.033500158577023
c_z1θ1*,2.156069184846636,-3.106812702833322
c_z1θ1*,1.8255830693166828,-1.955646954343567
c_z1z2*,5.254887668792824,-2.1693399923376226
c_z1z2*,3.303396578162227,-0.989924131334984
c_z1z2*,2.404237862501174,-0.6310279685438815
c_z1z2*,1.8841231988126939,-0.468070673608011
c_z1z2*,1.5364203718183738,-0.37075571736688806
c_z1z2*,1.32821148895838,-0.2704282128888835
c_z1z2*,7.427622072514019,-4.235044625404425
c_z1z2*,4.655292464696266,-1.9041252000840618
c_z1z2*,3.3347943272618674,-1.1992570985804036
c_z1z2*,2.6276525828852906,-0.9624902663915187
c_z1z2*,2.1772218416153777,-0.5291950150312247
c_z1z2*,1.8600642258174747,-0.48462286136881794
c_z1z2*,5.2159936664555495,-2.8161669919583625
c_z1z2*,3.259682203199053,-1.2941290954536333
c_z1z2*,2.356727656776813,-0.7276048801063137
